Age,City,Amount,Transaction_Type,Account_Balance,Time,Device,Fraud
32,Hyderabad,42318,Shopping,8944,Afternoon,Mobile,0
23,Mumbai,13518,Withdrawal,75647,Morning,Laptop,0
66,Hyderabad,29986,Payment,76564,Night,Laptop,1
47,Bangalore,34883,Shopping,67035,Evening,Mobile,0
55,Bangalore,23157,Payment,4260,Morning,Mobile,0
68,Hyderabad,4933,Transfer,37384,Morning,Mobile,0
19,Hyderabad,9994,Transfer,87977,Afternoon,Mobile,0
32,Hyderabad,48810,Transfer,26522,Afternoon,Desktop,1
28,Delhi,41933,Transfer,55004,Afternoon,Laptop,1
25,Bangalore,665,Withdrawal,43630,Morning,Desktop,0
43,Bangalore,40280,Transfer,44381,Night,Mobile,1
68,Delhi,18502,Transfer,62899,Afternoon,Desktop,0
62,Hyderabad,42945,Payment,36951,Night,Desktop,0
61,Mumbai,10415,Shopping,51913,Afternoon,Laptop,0
22,Hyderabad,12934,Payment,92557,Morning,Laptop,0
23,Hyderabad,2414,Withdrawal,62778,Night,Laptop,1
43,Delhi,37280,Transfer,30139,Night,Mobile,1
21,Bangalore,3983,Shopping,35121,Morning,Mobile,0
36,Hyderabad,44252,Shopping,97485,Night,Laptop,1
37,Bangalore,10151,Transfer,13579,Morning,Desktop,0
50,Chennai,41084,Transfer,7395,Morning,Laptop,1
37,Bangalore,11795,Withdrawal,94015,Evening,Mobile,0
66,Mumbai,23223,Withdrawal,52642,Afternoon,Desktop,0
29,Mumbai,8002,Transfer,13052,Evening,Mobile,0
64,Hyderabad,46055,Transfer,93430,Morning,Laptop,1
18,Bangalore,17673,Transfer,49321,Morning,Laptop,0
43,Hyderabad,29474,Transfer,98312,Night,Desktop,0
31,Delhi,12388,Shopping,34130,Morning,Laptop,0
55,Mumbai,47078,Withdrawal,70563,Morning,Mobile,0
54,Hyderabad,6984,Transfer,12747,Morning,Mobile,0
28,Delhi,10659,Transfer,18103,Afternoon,Mobile,0
53,Hyderabad,18225,Shopping,46064,Evening,Desktop,0
30,Bangalore,3788,Payment,1027,Evening,Mobile,0
60,Bangalore,23969,Transfer,57021,Afternoon,Laptop,0
20,Bangalore,46982,Shopping,68958,Afternoon,Desktop,0
50,Bangalore,38237,Shopping,6349,Afternoon,Mobile,0
23,Chennai,44806,Payment,96336,Evening,Mobile,0
67,Delhi,4123,Withdrawal,93816,Evening,Laptop,0
27,Delhi,48850,Withdrawal,50814,Morning,Laptop,0
22,Bangalore,17200,Withdrawal,46224,Evening,Desktop,0
40,Chennai,36835,Transfer,94176,Night,Mobile,1
27,Bangalore,7523,Withdrawal,17730,Evening,Mobile,0
61,Chennai,39318,Transfer,92729,Afternoon,Laptop,1
19,Bangalore,12313,Transfer,72995,Evening,Desktop,0
30,Mumbai,36083,Shopping,43230,Morning,Laptop,0
57,Mumbai,33258,Withdrawal,85703,Evening,Laptop,0
19,Hyderabad,28560,Withdrawal,92437,Afternoon,Desktop,0
37,Bangalore,31117,Withdrawal,3823,Night,Mobile,0
18,Delhi,33100,Transfer,945,Afternoon,Mobile,1
54,Hyderabad,26602,Transfer,83445,Night,Mobile,0
26,Mumbai,31090,Withdrawal,10463,Morning,Desktop,0
34,Bangalore,19615,Transfer,51011,Morning,Desktop,0
26,Hyderabad,30091,Transfer,15937,Evening,Desktop,1
28,Bangalore,7734,Payment,17355,Morning,Desktop,0
32,Mumbai,11598,Payment,82447,Morning,Desktop,0
41,Hyderabad,11016,Withdrawal,11347,Afternoon,Laptop,0
55,Mumbai,29477,Withdrawal,3736,Afternoon,Mobile,0
52,Chennai,33101,Payment,62397,Evening,Desktop,0
47,Mumbai,1491,Transfer,13987,Evening,Mobile,0
48,Bangalore,43952,Transfer,77884,Evening,Desktop,1
66,Delhi,42315,Shopping,62923,Evening,Mobile,0
22,Mumbai,14284,Withdrawal,13655,Afternoon,Laptop,0
61,Delhi,27214,Withdrawal,11755,Evening,Mobile,0
67,Chennai,11982,Withdrawal,2479,Evening,Mobile,0
31,Hyderabad,47706,Shopping,21805,Morning,Desktop,0
28,Hyderabad,17373,Shopping,75043,Evening,Mobile,0
26,Delhi,40770,Transfer,35594,Night,Laptop,1
51,Hyderabad,45747,Payment,35598,Morning,Laptop,0
29,Mumbai,17229,Payment,90066,Afternoon,Laptop,0
52,Delhi,42779,Payment,34270,Night,Desktop,0
52,Bangalore,527,Transfer,10234,Evening,Desktop,0
18,Mumbai,31516,Payment,72484,Morning,Desktop,0
57,Mumbai,831,Shopping,40105,Evening,Desktop,0
39,Mumbai,899,Shopping,78432,Morning,Desktop,0
46,Bangalore,28973,Withdrawal,56119,Evening,Laptop,0
25,Chennai,7125,Payment,28381,Night,Mobile,0
28,Hyderabad,14581,Shopping,63901,Afternoon,Laptop,0
58,Delhi,25511,Withdrawal,31677,Night,Desktop,0
54,Chennai,31458,Payment,40622,Night,Laptop,1
31,Delhi,40492,Payment,35797,Afternoon,Mobile,0
47,Hyderabad,15061,Shopping,37180,Morning,Desktop,0
52,Bangalore,21867,Withdrawal,83952,Morning,Laptop,0
38,Mumbai,41100,Withdrawal,51544,Afternoon,Laptop,0
54,Mumbai,36235,Shopping,97275,Evening,Mobile,0
22,Bangalore,21492,Shopping,44584,Morning,Desktop,0
36,Chennai,13362,Shopping,34689,Night,Desktop,0
31,Chennai,5329,Payment,14010,Afternoon,Mobile,0
43,Delhi,23872,Shopping,91002,Night,Mobile,0
21,Bangalore,18899,Shopping,22652,Morning,Mobile,0
42,Chennai,46615,Transfer,85238,Afternoon,Mobile,1
62,Bangalore,23655,Shopping,26945,Afternoon,Desktop,0
59,Hyderabad,26716,Shopping,77188,Morning,Desktop,0
42,Mumbai,19433,Payment,71653,Morning,Laptop,0
35,Mumbai,4361,Withdrawal,1695,Afternoon,Laptop,0
57,Mumbai,3566,Payment,60449,Evening,Laptop,0
25,Bangalore,46653,Transfer,25933,Afternoon,Desktop,1
56,Bangalore,3188,Shopping,5805,Evening,Desktop,0
57,Delhi,45883,Shopping,59360,Night,Desktop,0
31,Mumbai,1215,Shopping,74113,Evening,Laptop,0
49,Delhi,4678,Shopping,49148,Evening,Mobile,0
68,Mumbai,2690,Shopping,63590,Morning,Mobile,0
55,Delhi,7472,Shopping,97421,Afternoon,Mobile,0
50,Delhi,3673,Transfer,42613,Night,Mobile,0
40,Hyderabad,3078,Shopping,43142,Afternoon,Mobile,0
32,Delhi,43507,Shopping,33562,Evening,Desktop,0
50,Bangalore,9522,Shopping,72133,Evening,Laptop,0
42,Delhi,43726,Transfer,42104,Evening,Mobile,1
34,Mumbai,23797,Shopping,7178,Afternoon,Mobile,0
50,Delhi,30920,Transfer,32621,Evening,Mobile,1
64,Chennai,37843,Payment,49003,Afternoon,Desktop,0
19,Mumbai,5025,Shopping,87440,Night,Mobile,0
31,Chennai,29530,Withdrawal,71779,Night,Laptop,1
57,Mumbai,28934,Transfer,16994,Afternoon,Desktop,0
57,Bangalore,24535,Payment,44685,Night,Desktop,0
68,Bangalore,21776,Transfer,10178,Morning,Desktop,0
56,Bangalore,43654,Transfer,38132,Evening,Mobile,1
68,Chennai,19914,Payment,46735,Evening,Mobile,0
23,Hyderabad,14816,Shopping,2148,Evening,Mobile,0
23,Mumbai,27628,Shopping,81713,Morning,Mobile,0
20,Bangalore,2095,Transfer,88801,Evening,Laptop,0
24,Mumbai,22514,Payment,68417,Afternoon,Desktop,0
68,Chennai,13944,Shopping,16989,Evening,Mobile,0
25,Hyderabad,36759,Transfer,77781,Afternoon,Laptop,1
59,Chennai,15622,Withdrawal,6318,Night,Desktop,0
69,Mumbai,40013,Payment,33649,Afternoon,Desktop,0
32,Hyderabad,8598,Withdrawal,27812,Afternoon,Desktop,0
64,Hyderabad,42422,Withdrawal,37624,Afternoon,Mobile,0
46,Chennai,2202,Transfer,1816,Evening,Desktop,0
50,Bangalore,35898,Payment,71490,Morning,Mobile,0
69,Mumbai,8624,Shopping,60546,Morning,Laptop,0
47,Delhi,30946,Shopping,79143,Afternoon,Desktop,0
56,Delhi,8207,Transfer,70110,Evening,Laptop,0
44,Chennai,49494,Shopping,87224,Morning,Mobile,0
53,Mumbai,18368,Shopping,98004,Night,Mobile,0
46,Mumbai,47803,Withdrawal,64542,Night,Mobile,0
55,Chennai,24499,Withdrawal,23602,Evening,Desktop,0
50,Mumbai,9724,Payment,32457,Night,Desktop,0
54,Bangalore,27226,Withdrawal,13372,Night,Laptop,1
44,Chennai,23231,Shopping,50594,Night,Mobile,0
50,Bangalore,48691,Payment,48219,Morning,Laptop,0
21,Mumbai,20814,Payment,74385,Night,Mobile,0
39,Chennai,40731,Transfer,20193,Afternoon,Mobile,1
19,Mumbai,35977,Withdrawal,50978,Afternoon,Laptop,0
27,Chennai,18670,Payment,98663,Night,Mobile,0
22,Mumbai,12582,Shopping,44177,Afternoon,Laptop,0
27,Bangalore,34418,Payment,60512,Morning,Desktop,0
50,Bangalore,33514,Payment,11260,Evening,Laptop,0
55,Mumbai,21140,Transfer,12084,Afternoon,Laptop,0
30,Chennai,13507,Shopping,2606,Night,Mobile,0
48,Delhi,45568,Shopping,14169,Evening,Laptop,0
64,Bangalore,33405,Withdrawal,25723,Evening,Desktop,0
53,Bangalore,14266,Shopping,61166,Night,Desktop,0
62,Delhi,6672,Payment,36206,Afternoon,Desktop,0
41,Mumbai,33102,Shopping,68519,Morning,Desktop,0
69,Chennai,27072,Shopping,62085,Afternoon,Laptop,0
32,Mumbai,46935,Payment,27982,Afternoon,Desktop,0
46,Hyderabad,42564,Transfer,60869,Morning,Laptop,1
25,Bangalore,47018,Withdrawal,34643,Evening,Laptop,0
22,Hyderabad,23023,Withdrawal,24740,Morning,Mobile,0
46,Bangalore,2009,Transfer,10515,Morning,Laptop,0
64,Bangalore,45018,Payment,82664,Night,Laptop,1
21,Hyderabad,32948,Withdrawal,63523,Night,Mobile,0
29,Hyderabad,2183,Transfer,52000,Afternoon,Desktop,0
62,Mumbai,46246,Transfer,64425,Night,Desktop,1
19,Hyderabad,48085,Transfer,91479,Morning,Laptop,1
44,Mumbai,17240,Withdrawal,96855,Morning,Mobile,0
48,Mumbai,2770,Withdrawal,81096,Night,Laptop,1
68,Mumbai,36619,Withdrawal,93473,Night,Laptop,1
68,Bangalore,44612,Withdrawal,50131,Night,Desktop,0
53,Bangalore,38129,Shopping,76690,Morning,Mobile,0
53,Hyderabad,14791,Transfer,64152,Evening,Laptop,0
43,Bangalore,39720,Shopping,51587,Evening,Desktop,0
60,Hyderabad,34362,Transfer,80289,Night,Laptop,1
44,Bangalore,25695,Withdrawal,55409,Afternoon,Desktop,0
22,Chennai,33540,Withdrawal,12065,Afternoon,Mobile,0
37,Chennai,8730,Shopping,28097,Evening,Laptop,0
28,Hyderabad,31350,Payment,93804,Night,Mobile,0
27,Bangalore,28898,Withdrawal,66123,Morning,Desktop,0
57,Bangalore,43136,Payment,9932,Afternoon,Mobile,0
55,Mumbai,33312,Transfer,74800,Afternoon,Mobile,1
23,Delhi,42025,Shopping,66214,Morning,Mobile,0
25,Hyderabad,12082,Payment,92337,Morning,Laptop,0
40,Delhi,8755,Payment,49814,Night,Desktop,0
64,Delhi,18682,Withdrawal,42465,Morning,Mobile,0
43,Hyderabad,35155,Payment,97949,Morning,Laptop,0
63,Bangalore,44825,Payment,84768,Morning,Desktop,0
60,Hyderabad,4108,Transfer,68457,Evening,Desktop,0
29,Delhi,44564,Shopping,44215,Morning,Desktop,0
43,Bangalore,41972,Withdrawal,53950,Afternoon,Mobile,0
30,Chennai,596,Withdrawal,86562,Night,Mobile,0
57,Hyderabad,34331,Payment,62402,Night,Mobile,0
35,Hyderabad,23312,Transfer,28817,Night,Desktop,0
42,Bangalore,20737,Payment,67253,Evening,Desktop,0
50,Chennai,45327,Payment,35742,Afternoon,Mobile,0
64,Chennai,16977,Withdrawal,1429,Morning,Mobile,0
57,Bangalore,17910,Payment,99224,Afternoon,Desktop,0
60,Mumbai,9984,Payment,14080,Night,Desktop,0
29,Hyderabad,2823,Transfer,96467,Morning,Laptop,0
61,Hyderabad,49910,Withdrawal,21242,Night,Laptop,1
53,Delhi,4861,Shopping,18333,Night,Mobile,0
65,Bangalore,7730,Transfer,96921,Night,Desktop,0
21,Delhi,16475,Transfer,71847,Afternoon,Desktop,0
22,Delhi,41609,Transfer,74655,Afternoon,Laptop,1
54,Chennai,25318,Withdrawal,90291,Night,Desktop,0
25,Hyderabad,30665,Payment,91008,Night,Mobile,0
59,Delhi,37218,Shopping,14027,Morning,Laptop,0
66,Chennai,33075,Withdrawal,58639,Night,Desktop,0
45,Bangalore,27173,Payment,98910,Night,Desktop,0
48,Delhi,4290,Transfer,70085,Night,Mobile,0
26,Hyderabad,1983,Withdrawal,41557,Night,Desktop,0
68,Delhi,2986,Payment,67939,Afternoon,Laptop,0
46,Bangalore,49729,Shopping,44761,Night,Laptop,1
31,Delhi,9053,Shopping,71412,Evening,Desktop,0
57,Hyderabad,8481,Payment,542,Night,Desktop,0
58,Chennai,23338,Withdrawal,23269,Afternoon,Desktop,0
39,Hyderabad,13895,Transfer,67613,Evening,Desktop,0
28,Chennai,30528,Payment,78418,Evening,Laptop,0
40,Mumbai,9738,Transfer,22949,Night,Mobile,0
18,Hyderabad,5031,Shopping,39153,Night,Laptop,1
63,Hyderabad,42723,Payment,29359,Afternoon,Desktop,0
54,Bangalore,38592,Shopping,9076,Evening,Desktop,0
38,Delhi,26511,Transfer,46374,Evening,Laptop,0
43,Chennai,45288,Transfer,77699,Afternoon,Laptop,1
63,Chennai,20634,Payment,36845,Night,Desktop,0
53,Bangalore,36928,Payment,71280,Morning,Laptop,0
40,Bangalore,29281,Payment,69928,Morning,Desktop,0
18,Delhi,37633,Shopping,93148,Evening,Laptop,0
68,Delhi,20096,Transfer,4821,Evening,Desktop,0
57,Hyderabad,6653,Transfer,6276,Night,Laptop,1
32,Mumbai,40246,Shopping,16619,Morning,Desktop,0
38,Delhi,18173,Payment,31069,Evening,Mobile,0
64,Bangalore,7230,Withdrawal,39096,Night,Mobile,0
26,Delhi,29505,Payment,53467,Morning,Laptop,0
26,Chennai,36054,Withdrawal,33563,Afternoon,Mobile,0
27,Mumbai,5889,Withdrawal,99217,Evening,Desktop,0
69,Hyderabad,29030,Shopping,22840,Afternoon,Laptop,0
43,Chennai,48990,Transfer,76223,Morning,Laptop,1
58,Chennai,17629,Transfer,55930,Night,Desktop,0
52,Mumbai,8042,Transfer,7168,Night,Desktop,0
69,Hyderabad,7648,Transfer,81380,Morning,Desktop,0
42,Bangalore,49812,Shopping,8695,Afternoon,Laptop,0
43,Hyderabad,18396,Withdrawal,82597,Night,Desktop,0
28,Delhi,32344,Transfer,58495,Evening,Mobile,1
55,Chennai,396,Withdrawal,88334,Afternoon,Laptop,0
19,Delhi,2509,Shopping,38750,Afternoon,Desktop,0
24,Bangalore,34329,Payment,16576,Evening,Laptop,0
35,Delhi,30946,Shopping,15876,Morning,Mobile,0
44,Hyderabad,35136,Transfer,56339,Night,Mobile,1
51,Delhi,39422,Payment,65223,Afternoon,Desktop,0
44,Bangalore,49259,Shopping,43942,Night,Laptop,1
34,Bangalore,27267,Shopping,5892,Night,Desktop,0
60,Bangalore,29091,Withdrawal,27606,Afternoon,Laptop,0
61,Hyderabad,17901,Shopping,80345,Morning,Desktop,0
68,Bangalore,7458,Payment,25309,Afternoon,Desktop,0
41,Chennai,22688,Shopping,1193,Morning,Laptop,0
42,Bangalore,17771,Transfer,99973,Evening,Laptop,0
24,Delhi,17602,Withdrawal,95269,Morning,Mobile,0
69,Delhi,25228,Payment,60321,Morning,Mobile,0
23,Delhi,31745,Payment,74659,Afternoon,Laptop,0
41,Hyderabad,7737,Shopping,75210,Night,Mobile,0
50,Delhi,760,Transfer,11852,Night,Mobile,0
66,Hyderabad,41775,Withdrawal,52696,Morning,Laptop,0
46,Hyderabad,7022,Payment,71566,Morning,Laptop,0
60,Bangalore,28261,Withdrawal,5492,Afternoon,Laptop,0
39,Chennai,44821,Shopping,53576,Morning,Desktop,0
43,Bangalore,4070,Transfer,23854,Afternoon,Laptop,0
45,Bangalore,3507,Shopping,3812,Evening,Laptop,0
67,Hyderabad,27943,Withdrawal,46333,Morning,Laptop,0
38,Hyderabad,9146,Shopping,4818,Evening,Mobile,0
66,Delhi,23900,Withdrawal,66503,Morning,Laptop,0
24,Delhi,14647,Payment,27692,Morning,Mobile,0
34,Bangalore,37628,Payment,89699,Evening,Desktop,0
37,Mumbai,31489,Shopping,97282,Evening,Laptop,0
58,Mumbai,30446,Payment,37989,Afternoon,Laptop,0
66,Delhi,22848,Withdrawal,40809,Afternoon,Mobile,0
37,Mumbai,46333,Payment,28773,Evening,Desktop,0
39,Delhi,36955,Transfer,48053,Morning,Laptop,1
45,Hyderabad,25948,Transfer,29973,Afternoon,Desktop,0
57,Bangalore,7707,Shopping,61910,Morning,Desktop,0
66,Chennai,36887,Shopping,14179,Night,Laptop,1
24,Bangalore,33683,Shopping,93481,Afternoon,Desktop,0
18,Delhi,12663,Shopping,45810,Afternoon,Desktop,0
49,Delhi,46160,Withdrawal,83906,Afternoon,Laptop,0
30,Bangalore,49026,Withdrawal,61183,Night,Mobile,0
47,Delhi,33790,Transfer,26492,Evening,Laptop,1
40,Mumbai,45797,Withdrawal,29933,Morning,Desktop,0
68,Mumbai,29276,Payment,77074,Night,Laptop,1
36,Delhi,15025,Transfer,26433,Evening,Mobile,0
49,Delhi,21351,Shopping,45520,Afternoon,Desktop,0
47,Mumbai,17748,Shopping,29736,Evening,Desktop,0
46,Delhi,20208,Withdrawal,59235,Evening,Mobile,0
66,Delhi,11079,Transfer,10270,Evening,Mobile,0
62,Bangalore,2822,Withdrawal,69785,Morning,Desktop,0
46,Chennai,5455,Withdrawal,35771,Evening,Mobile,0
47,Mumbai,46169,Withdrawal,73891,Evening,Laptop,0
33,Bangalore,28899,Transfer,23939,Evening,Mobile,0
57,Chennai,35418,Shopping,96326,Evening,Laptop,0
36,Delhi,32805,Payment,11601,Night,Desktop,0
35,Delhi,44009,Shopping,93276,Night,Desktop,0
18,Bangalore,23170,Transfer,82819,Evening,Desktop,0
31,Delhi,11384,Shopping,45417,Evening,Desktop,0
68,Hyderabad,21837,Shopping,92845,Evening,Desktop,0
64,Bangalore,23341,Payment,83959,Afternoon,Mobile,0
67,Chennai,27514,Shopping,81062,Evening,Mobile,0
19,Bangalore,20995,Shopping,41696,Evening,Desktop,0
45,Mumbai,26871,Shopping,24069,Night,Mobile,0
66,Bangalore,1484,Withdrawal,42387,Night,Mobile,0
67,Delhi,22789,Transfer,21393,Night,Desktop,0
47,Delhi,27575,Transfer,88471,Morning,Mobile,0
55,Hyderabad,8352,Payment,55804,Afternoon,Desktop,0
68,Hyderabad,30944,Withdrawal,32899,Evening,Desktop,0
21,Hyderabad,30251,Withdrawal,25736,Night,Desktop,0
18,Chennai,40106,Shopping,93235,Morning,Desktop,0
25,Hyderabad,23465,Transfer,86370,Evening,Mobile,0
46,Chennai,6126,Payment,99253,Evening,Mobile,0
56,Hyderabad,32867,Withdrawal,50031,Night,Laptop,1
20,Chennai,28623,Shopping,81070,Evening,Laptop,0
49,Bangalore,10582,Payment,97121,Evening,Desktop,0
27,Bangalore,46669,Withdrawal,9942,Evening,Laptop,0
27,Delhi,48988,Payment,56937,Night,Mobile,0
36,Chennai,48448,Withdrawal,60842,Morning,Mobile,0
63,Mumbai,41532,Payment,78679,Evening,Laptop,0
51,Delhi,25208,Withdrawal,35569,Morning,Laptop,0
50,Bangalore,593,Withdrawal,73746,Evening,Mobile,0
40,Chennai,16565,Payment,39060,Night,Laptop,1
45,Hyderabad,39867,Withdrawal,58570,Morning,Mobile,0
49,Mumbai,29650,Withdrawal,42927,Night,Mobile,0
67,Bangalore,13933,Withdrawal,60996,Afternoon,Laptop,0
24,Delhi,3070,Payment,65057,Evening,Laptop,0
46,Chennai,32879,Payment,73252,Afternoon,Desktop,0
25,Mumbai,30058,Withdrawal,77748,Afternoon,Desktop,0
18,Chennai,48419,Withdrawal,70941,Afternoon,Desktop,0
20,Hyderabad,17245,Payment,49034,Evening,Desktop,0
41,Delhi,36053,Shopping,28430,Night,Desktop,0
40,Chennai,49277,Withdrawal,97228,Afternoon,Mobile,0
25,Bangalore,1906,Shopping,89542,Morning,Laptop,0
64,Delhi,5764,Payment,7788,Evening,Mobile,0
54,Bangalore,29000,Withdrawal,96047,Night,Desktop,0
20,Chennai,14226,Shopping,81622,Night,Desktop,0
68,Delhi,45762,Payment,62018,Afternoon,Laptop,0
50,Bangalore,5254,Shopping,32900,Evening,Mobile,0
45,Hyderabad,22308,Transfer,2067,Afternoon,Desktop,0
64,Hyderabad,13867,Payment,48378,Morning,Desktop,0
25,Chennai,20143,Transfer,49350,Night,Desktop,0
51,Delhi,48094,Payment,1594,Night,Desktop,0
52,Mumbai,1625,Payment,11635,Evening,Mobile,0
49,Delhi,33628,Withdrawal,79544,Night,Mobile,0
41,Hyderabad,17078,Transfer,45613,Evening,Desktop,0
31,Bangalore,46748,Transfer,59291,Afternoon,Mobile,1
49,Mumbai,1155,Transfer,10184,Morning,Desktop,0
63,Chennai,10146,Payment,93283,Evening,Laptop,0
60,Mumbai,35951,Transfer,72227,Afternoon,Laptop,1
33,Chennai,15778,Transfer,83878,Morning,Laptop,0
21,Mumbai,44976,Withdrawal,59052,Night,Mobile,0
69,Chennai,26724,Shopping,8546,Morning,Desktop,0
54,Chennai,42518,Shopping,5434,Morning,Laptop,0
38,Mumbai,38825,Transfer,60056,Morning,Laptop,1
31,Mumbai,5355,Transfer,47306,Night,Mobile,0
48,Chennai,9511,Transfer,1854,Evening,Mobile,0
65,Hyderabad,49212,Transfer,95852,Evening,Laptop,1
35,Mumbai,42559,Shopping,53546,Morning,Desktop,0
24,Delhi,36263,Withdrawal,65564,Afternoon,Desktop,0
27,Bangalore,34071,Payment,57684,Afternoon,Desktop,0
24,Chennai,31335,Transfer,3463,Morning,Laptop,1
50,Chennai,19294,Transfer,27924,Morning,Mobile,0
40,Bangalore,19576,Shopping,80539,Afternoon,Desktop,0
38,Hyderabad,3144,Transfer,3542,Morning,Laptop,0
36,Bangalore,40140,Withdrawal,96277,Morning,Laptop,0
65,Mumbai,21157,Withdrawal,7639,Evening,Mobile,0
36,Bangalore,3614,Transfer,11726,Evening,Desktop,0
53,Chennai,10090,Shopping,80798,Morning,Laptop,0
46,Bangalore,39060,Transfer,84152,Morning,Desktop,1
35,Delhi,43635,Transfer,38608,Night,Desktop,1
19,Mumbai,49396,Shopping,71147,Evening,Desktop,0
18,Bangalore,7607,Withdrawal,69117,Morning,Laptop,0
64,Chennai,4957,Payment,30315,Night,Desktop,0
22,Mumbai,12218,Transfer,8302,Night,Mobile,0
37,Chennai,3246,Withdrawal,42730,Night,Laptop,1
28,Hyderabad,26501,Transfer,63872,Night,Laptop,1
59,Delhi,26277,Payment,54520,Evening,Desktop,0
19,Hyderabad,38624,Shopping,83949,Night,Desktop,0
20,Delhi,4514,Withdrawal,17965,Evening,Desktop,0
40,Bangalore,17594,Payment,8494,Night,Laptop,1
29,Mumbai,20537,Transfer,4031,Night,Mobile,0
37,Bangalore,4037,Payment,9843,Afternoon,Mobile,0
22,Delhi,36831,Withdrawal,59566,Evening,Laptop,0
54,Delhi,21426,Shopping,99520,Afternoon,Mobile,0
55,Delhi,38765,Transfer,6729,Afternoon,Desktop,1
47,Chennai,9074,Shopping,94811,Night,Laptop,1
26,Mumbai,47245,Shopping,92802,Evening,Mobile,0
51,Bangalore,17600,Payment,82624,Morning,Laptop,0
61,Bangalore,48924,Payment,89204,Night,Mobile,0
52,Hyderabad,1850,Withdrawal,45289,Evening,Laptop,0
69,Delhi,4127,Withdrawal,44569,Afternoon,Mobile,0
39,Delhi,44396,Shopping,87902,Evening,Laptop,0
61,Delhi,5845,Withdrawal,10024,Night,Laptop,1
41,Bangalore,21548,Shopping,88574,Evening,Laptop,0
34,Hyderabad,42547,Transfer,87262,Afternoon,Laptop,1
27,Chennai,28551,Shopping,63603,Evening,Laptop,0
47,Mumbai,28307,Withdrawal,8603,Evening,Desktop,0
63,Chennai,6038,Withdrawal,59081,Afternoon,Laptop,0
40,Bangalore,12250,Shopping,84438,Night,Laptop,1
49,Delhi,13506,Payment,54703,Morning,Laptop,0
34,Mumbai,19881,Shopping,15590,Afternoon,Mobile,0
67,Bangalore,37721,Shopping,16415,Afternoon,Laptop,0
68,Bangalore,18425,Payment,41977,Night,Desktop,0
34,Bangalore,3248,Transfer,57487,Night,Laptop,1
31,Mumbai,28979,Payment,53738,Evening,Mobile,0
26,Mumbai,49111,Withdrawal,87547,Afternoon,Mobile,0
57,Hyderabad,8033,Payment,15529,Evening,Laptop,0
19,Hyderabad,9536,Withdrawal,96867,Evening,Laptop,0
62,Chennai,17769,Withdrawal,89567,Night,Laptop,1
42,Mumbai,6574,Shopping,54020,Night,Laptop,1
56,Mumbai,47547,Shopping,70553,Evening,Mobile,0
26,Mumbai,11328,Transfer,51964,Afternoon,Laptop,0
39,Hyderabad,33638,Withdrawal,22461,Afternoon,Mobile,0
60,Bangalore,1943,Shopping,27335,Evening,Mobile,0
63,Delhi,173,Withdrawal,28225,Morning,Desktop,0
21,Hyderabad,16159,Transfer,25857,Morning,Mobile,0
43,Mumbai,20833,Withdrawal,1744,Night,Laptop,1
46,Hyderabad,40868,Transfer,68452,Afternoon,Laptop,1
62,Chennai,25495,Transfer,48561,Evening,Laptop,0
51,Mumbai,20302,Transfer,6990,Evening,Laptop,0
40,Chennai,13373,Shopping,77719,Afternoon,Desktop,0
54,Mumbai,48989,Payment,6339,Night,Desktop,0
28,Hyderabad,33199,Payment,25492,Night,Desktop,0
23,Bangalore,7612,Shopping,45438,Morning,Desktop,0
35,Delhi,28331,Withdrawal,56749,Afternoon,Mobile,0
38,Chennai,23374,Shopping,45235,Afternoon,Desktop,0
59,Hyderabad,37799,Withdrawal,51234,Evening,Mobile,0
53,Bangalore,45610,Transfer,47580,Afternoon,Laptop,1
58,Hyderabad,22509,Shopping,74960,Morning,Mobile,0
55,Chennai,46294,Payment,81957,Afternoon,Mobile,0
51,Delhi,5213,Withdrawal,24760,Evening,Desktop,0
34,Hyderabad,41287,Shopping,60107,Morning,Laptop,0
54,Mumbai,2981,Shopping,62352,Evening,Laptop,0
42,Bangalore,46013,Withdrawal,28880,Afternoon,Desktop,0
55,Hyderabad,46424,Transfer,84847,Night,Mobile,1
29,Bangalore,19349,Transfer,71757,Afternoon,Desktop,0
40,Mumbai,35443,Transfer,41691,Afternoon,Mobile,1
59,Delhi,12814,Transfer,5430,Evening,Desktop,0
39,Delhi,39053,Withdrawal,4853,Night,Desktop,0
38,Mumbai,8756,Payment,8332,Afternoon,Laptop,0
44,Bangalore,5841,Shopping,50054,Morning,Laptop,0
48,Hyderabad,16761,Shopping,88987,Morning,Laptop,0
23,Mumbai,31655,Transfer,54517,Evening,Desktop,1
44,Chennai,28790,Withdrawal,57798,Evening,Laptop,0
57,Bangalore,32933,Payment,51889,Night,Laptop,1
51,Delhi,37130,Payment,73806,Evening,Desktop,0
29,Mumbai,5804,Shopping,26025,Night,Laptop,1
62,Delhi,48223,Transfer,82592,Afternoon,Mobile,1
24,Bangalore,41462,Shopping,81130,Morning,Laptop,0
27,Delhi,12275,Shopping,73971,Morning,Mobile,0
62,Mumbai,12796,Payment,68711,Morning,Laptop,0
34,Bangalore,39123,Withdrawal,31780,Evening,Desktop,0
43,Chennai,40309,Payment,11740,Evening,Desktop,0
38,Mumbai,28154,Shopping,65592,Afternoon,Laptop,0
45,Hyderabad,21176,Transfer,70041,Evening,Mobile,0
63,Mumbai,15086,Transfer,63351,Night,Laptop,1
19,Bangalore,46218,Withdrawal,7044,Morning,Desktop,0
